,标题,标题_链接,作者,时间,highwirecitemetadatadoi,abstact,Abstract_num,Full_num,Pdf_num,page
1267,Searching for rewards like a child means less generalization and more directed exploration,https://www.biorxiv.org/content/10.1101/327593v3,"Eric Schulz, Charley M. Wu, Azzurra Ruggeri, Björn Meder",327593;,doi: https://doi.org/10.1101/327593,"How do children and adults differ in their search for rewards? We consider three different hypotheses that attribute developmental differences to either children’s increased random sampling, more directed exploration towards uncertain options, or narrower generalization. Using a search task in which noisy rewards are spatially correlated on a grid, we compare 55 younger children (age 7-8), 55 older children (age 9-11), and 50 adults (age 19-55) in their ability to successfully generalize about unobserved outcomes and balance the exploration-exploitation dilemma. Our results show that children explore more eagerly than adults, but obtain lower rewards. Building a predictive model of search to disentangle the unique contributions of the three hypotheses of developmental differences, we find robust and recoverable parameter estimates indicating that children generalize less and rely on directed exploration more than adults. We do not, however, find reliable differences in terms of random sampling.",2686,324,1172,46.0
1268,The yellow gene influences Drosophila male mating success through sex comb melanization,https://www.biorxiv.org/content/10.1101/673756v1,"Jonathan H. Massey, Daayun Chung, Igor Siwanowicz, David L. Stern, Patricia J. Wittkopp",673756;,doi: https://doi.org/10.1101/673756,"Drosophila melanogaster males perform a series of courtship behaviors that, when successful, result in copulation with a female. For over a century, mutations in the yellow gene, named for its effects on pigmentation, have been known to reduce male mating success. Prior work has suggested that yellow influences mating behavior through effects on wing extension, song, and/or courtship vigor. Here, we rule out these explanations, as well as effects on the nervous system more generally, and find instead that the effects of yellow on male mating success are mediated by its effects on pigmentation of male-specific leg structures called sex combs. Loss of yellow expression in these modified bristles reduces their melanization, which changes their structure and causes difficulty grasping females prior to copulation. These data illustrate why the mechanical properties of anatomy, and not just neural circuitry, must be considered to fully understand the development and evolution of behavior.",1813,708,987,33.0
1269,The neural basis of tadpole transport in poison frogs,https://www.biorxiv.org/content/10.1101/630681v3,"Eva K. Fischer, Alexandre B. Roland, Nora A. Moskowitz, Elicio E. Tapia, Kyle Summers, Luis A. Coloma, Lauren A. O’Connell",630681;,doi: https://doi.org/10.1101/630681,"Parental care has evolved repeatedly and independently across animals. While the ecological and evolutionary significance of parental behaviour is well recognized, underlying mechanisms remain poorly understood. We took advantage of behavioural diversity across closely related species of South American poison frogs (Family Dendrobatidae) to identify neural correlates of parental behaviour shared across sexes and species. We characterized differences in neural induction, gene expression in active neurons, and activity of specific neuronal types in three species with distinct parental care patterns: male uniparental, female uniparental, and biparental. We identified the medial pallium and preoptic area as core brain regions associated with parental care, independent of sex and species. Identification of neurons active during parental care confirms a role for neuropeptides associated with care in other vertebrates as well as identifying novel candidates. Our work is the first to explore neural and molecular mechanisms of parental care in amphibians and highlights the potential for mechanistic studies in closely related but behaviourally variable species to build a more complete understanding of how shared principles and species-specific diversity govern parental care and other social behaviour.",2352,543,938,27.0
1270,Testosterone modulates status-specific patterns of cooperation in a social network,https://www.biorxiv.org/content/10.1101/453548v3,"T. Brandt Ryder, Roslyn Dakin, Ben J. Vernasco, Brian S. Evans, Brent M. Horton, Ignacio T. Moore",453548;,doi: https://doi.org/10.1101/453548,"SummaryStable cooperation requires plasticity whereby individuals are able to express competitive or cooperative behaviors depending on social context. To date, however, the physiological mechanisms that underlie behavioral variation in cooperative systems are poorly understood. We studied hormone-mediated behavior in the wire-tailed manakin (Pipra filicauda), a gregarious songbird whose cooperative partnerships are crucial for fitness. We used automated telemetry to monitor &gt; 36,000 cooperative interactions among male manakins over three field seasons, and we examined how circulating testosterone affects cooperation using &gt; 500 hormone samples. Observational data show that in non-territorial floater males, high testosterone is associated with increased cooperative behaviors and subsequent ascension to territorial status. In territory-holding males, however, both observational and experimental evidence demonstrate that high testosterone antagonizes cooperation. Moreover, circulating testosterone explains significant variation (2-8%) in social behavior within each status class. Collectively, our findings show that the hormonal control of cooperation depends on a male’s social status. We propose that the status-dependent reorganization of hormone-regulatory pathways can facilitate stable cooperative partnerships, and thus provide direct fitness benefits for males.",1695,309,607,33.0
1271,Probabilistic Models of Larval Zebrafish Behavior: Structure on Many Scales,https://www.biorxiv.org/content/10.1101/672246v1,"Robert Evan Johnson, Scott Linderman, Thomas Panier, Caroline Lei Wee, Erin Song, Kristian Joseph Herrera, Andrew Miller, Florian Engert",672246;,doi: https://doi.org/10.1101/672246,"Nervous systems have evolved to combine environmental information with internal state to select and generate adaptive behavioral sequences. To better understand these computations and their implementation in neural circuits, natural behavior must be carefully measured and quantified. Here, we collect high spatial resolution video of single zebrafish larvae swimming in a naturalistic environment and develop models of their action selection across exploration and hunting. Zebrafish larvae swim in punctuated bouts separated by longer periods of rest called interbout intervals. We take advantage of this structure by categorizing bouts into discrete types and representing their behavior as labeled sequences of bout-types emitted over time. We then construct probabilistic models – specifically, marked renewal processes – to evaluate how bout-types and interbout intervals are selected by the fish as a function of its internal hunger state, behavioral history, and the locations and properties of nearby prey. Finally, we evaluate the models by their predictive likelihood and their ability to generate realistic trajectories of virtual fish swimming through simulated environments. Our simulations capture multiple timescales of structure in larval zebrafish behavior and expose many ways in which hunger state influences their action selection to promote food seeking during hunger and safety during satiety.",3724,868,2635,61.0
1272,Reversal learning performance in the XY* mouse model of Klinefelter and Turner Syndromes,https://www.biorxiv.org/content/10.1101/672022v1,"Shawn M. Aarde, Haley Hrncir, Arthur P. Arnold, J. David Jentsch",672022;,doi: https://doi.org/10.1101/672022,"Klinefelter syndrome (KS; 47, XXY) and Turner syndrome (TS; 45, XO) are caused by two relatively common sex chromosome aneuploidies. These conditions are associated with an increased odds of neuropsychiatric disorders, including attention deficit/hyperactivity disorder (ADHD), as well as impairments in cognition that include learning delays, attentional dysfunction and impulsivity. We studied cognitive functions in the XY* mouse model, which allows comparison of XXY to XY males (KS model), and XO to XX females (TS model). We evaluated adult mice with and without gonads, using a version of an operant reversal-learning task (RLT) that can be used to measure various facets of learning, impulsivity and attention. In the KS model, only one measure related to impulsivity – perseverative responding under reversal conditions – reliably discriminated gonadally intact XXY and XY mice. In contrast, a fundamental learning impairment (more trials to criterion in acquisition phase) in XXY mice, as compared to XY, was observed in gonadectomized subjects. No other task measures showed differences consistent with KS. In the TS mouse model, XO mice did not show a pattern of results consistent with TS, similar to past observations. Thus, the application of this RLT to these XY* models reveals only limited behavioral impairments relevant to KS.",857,272,245,47.0
1273,Boundaries in Spatial Cognition: Looking like a Boundary is More Important than Being a Boundary,https://www.biorxiv.org/content/10.1101/391037v2,"James Negen, Angela Sandri, Sang Ah Lee, Marko Nardini",391037;,doi: https://doi.org/10.1101/391037,"Large walls and other typical boundaries strongly influence neural activity related to navigation and the representations of spatial layouts. They are also major aids to reliable navigation behavior in young children and non-human animals. Is this because they are physical boundaries (barriers to movement), or because they present certain visual features, such as visually extended 3D surfaces? Here, these two factors were dissociated by using immersive virtual reality and real boundaries. Eighty adults recalled target locations in one of four environments: plywood, where a virtual wall coincided with a large piece of real plywood; pass through, where the virtual wall coincided with empty space and participants could pass through it; pass over, where the virtual wall was projected downward to be visible underneath a transparent floor; and cones, where the walls were replaced with traffic cones. One condition had features that were boundaries and looked like boundaries (plywood); two had features that were not boundaries but looked like boundaries (pass over/through); and one had features that were not boundaries and did not look like boundaries (cones). The precision and bias of responses changed only as a function of looking like a boundary. This suggests that variations in spatial coding are more closely linked to the visual properties of environmental layouts than to whether they contain physical boundaries (barriers to movement).",1846,335,752,43.0
1274,An analysis of avian vocal performance at the note and song levels,https://www.biorxiv.org/content/10.1101/664896v1,"David M. Logue, Jacob A. Sheppard, Bailey Walton, Benjamin E. Brinkman, Orlando J. Medina",664896;,doi: https://doi.org/10.1101/664896,"Sexual displays that require extreme feats of physiological performance have the potential to reliably indicate the signaller’s skill. The hypothesis that the structure of bird song is physiologically constrained remains controversial. We tested for evidence of performance constraints in Adelaide’s warblers (Setophaga adelaidae) songs. At the note level, we identified three trade-offs with well-defined limits. At the song level, we identified two trade-offs, but their limits were less well-defined than the note-level limits. Trade-offs at both levels suggest that song structure is constrained by limits to the speed of both frequency modulation (while vocalizing and between notes) and respiration. Individual males experience the same trade-offs that characterize the population, but the intensity of those trade-offs varies among individuals. Performance metrics derived from the observed limits to performance varied moderately among individuals and strongly among song types. Note-level performance metrics were positively skewed, as predicted by the hypothesis that this population has experienced positive selection for constrained performance. We conclude that physiological limits on frequency modulation and respiration constrain song structure in male Adelaide’s warblers. Further work is needed to determine whether receivers respond to natural levels of variation in performance, and whether performance correlates with singer quality.",819,135,371,42.0
1275,A cross-sectional survey of Social Media Anxiety among students of University of Nigeria,https://www.biorxiv.org/content/10.1101/666701v1,"Deborah O. Aluh, Thelma Chukwuobasi, Adaobi U. Mosanya",666701;,doi: https://doi.org/10.1101/666701,"Background Social anxiety is one of the most prevalent and disabling anxiety disorders with lifetime prevalence rates ranging from 2 to 16% s in different populations. Considering the rising use of social media among university students, it is necessary to assess their social anxiety as a result of the use of social media platforms since social anxiety can affect social interaction in social mediaMethods The current study employed a cross-sectional descriptive approach and was carried out among undergraduate students of University of Nigeria, Nsukka. The Social Anxiety Scale for Social Media Users (SAS-SMU) which is a data collection tool to assess levels of social anxiety experienced by university students while using social media platforms was used in the current study. Data were analyzed with IBM Statistical Products and Service Solutions (SPSS) for Windows, Version 20.0.Results A total of 228 out of the 380 questionnaires distributed were filled and returned (60% response rate). Social media usage was highest for WhatsApp (4.4±0.902) and Facebook (3.3±1.055). Social media anxiety was higher in females (69.00±12.59) than males (68.42±12.06) although this difference did not reach statistical significance (t = −0.356, p = 0.864). Social media usage was higher in females (35.02±5.04) than males (34.58±6.01) but the difference did not reach statistical significance (t = −0.603, p = 0.314). There was a non-significant negative association between Social media usage and social media anxiety (r = –0.051, p = 0.4450). More than half of the students (55.7%, n = 127) had social media anxiety.Conclusion In conclusion, there was a negative non-significant correlation between social media usage and social anxiety. Investigations regarding social anxiety in social media are scarce from low and middle income countries and this is the first from an African country.",1834,190,392,16.0
1276,A computational model for learning from repeated trauma,https://www.biorxiv.org/content/10.1101/659425v1,"Alfred P. Kaye, Alex C. Kwan, Kerry J. Ressler, John H. Krystal",659425;,doi: https://doi.org/10.1101/659425,"raumatic events can lead to lifelong inflexible adaptations in threat perception and behavior which characterize posttraumatic stress disorder (PTSD). This process involves associations between sensory cues and internal states of threat and then generalization of the threat responses to previously neutral cues. However, most formulations neglect adaptations to threat that are not specific to those associations. In order to incorporate non-associative responses to threat, we propose a computational theory of PTSD based on adaptation to the frequency of traumatic events using a reinforcement learning momentum model. Recent threat prediction errors generate momentum that influences subsequent threat perception in novel contexts. This model fits data acquired from a mouse model of PTSD, in which unpredictable footshocks in one context accelerate threat learning in a novel context. The theory is also consistent with epidemiological data showing that PTSD incidence increases with the number of traumatic events, as well as the disproportionate impact of early life trauma. Since the theory proposes that PTSD relates to the average of recent threat prediction errors rather than the strength of a specific association, it makes novel predictions for the treatment of PTSD.",1097,270,623,27.0
1277,High risk of the Fall Armyworm invading into Japan and the Korean Peninsula via overseas migration,https://www.biorxiv.org/content/10.1101/662387v1,"Jian Ma, Yun-Ping Wang, Ming-Fei Wu, Bo-Ya Gao, Jie Liu, Gwan-Seok Lee, Akira Otuka, Gao Hu",662387;,doi: https://doi.org/10.1101/662387,"The fall armyworm, Spodoptera frugiperda (J.E. Smith) is an emerging and most severe pest species in the Old World. It is originally native in the Americas. Since 2016 it has spread widely and rapidly to throughout Africa, the Middle East, India, Southeast Asia and most recently southern China. By May 2019 it has appeared in 13 provinces in most southern China and would spread further to northern China. It is highly likely that S. frugiperda would enter into Japan and Korea via overseas migrations as many other migratory pests did before. To evaluate the invasion risk of S. frugiperda into Japan and Korean Peninsula, we modelled the rate of expansion and future potential migratory range of the insect by a trajectory analytical approach with flight behaviour of S. frugiperda implemented, and meteorological data of past five years (2014–2018) used. Our results predicted that S. frugiperda would migrate from southern and eastern China into Japan and Korea soon. Most likely, Japan would be invaded from Fujian and Zhejiang on 1 June – 15 July, and Kyushu, Shikoku and south-western Honshu could face the highest risk of S. frugiperda’s invasion. Korea would be most possibly reached by S. frugiperda from northern Zhejiang, Jiangsu, Anhui, and Shandong on 1 June – 15 July and later. Our results indicated a very high risk that S. frugiperda would annually invade Japan and the Korean Peninsula and cause a possible significant decrease in agricultural productivity.",1513,232,688,30.0
1278,Environmental harshness is associated with lower investment in collective actions,https://www.biorxiv.org/content/10.1101/663518v1,"N. Lettinga, P.O. Jacquet, J-B. André, N. Baumard, C. Chevallier",663518;,doi: https://doi.org/10.1101/663518,"Although humans cooperate universally, there is variability across individuals, times and cultures in the amount of resources people invest in cooperative activities. The origins of such variability are not known but recent work highlights that variations in environmental harshness may play a key role. A growing body of experimental work in evolutionary psychology suggests that humans adapt to their specific environment by calibrating their life-history strategy. In this paper, we apply structural equation models to test the association between current and childhood environmental harshness, life-history strategy and adult cooperation in two large-scale datasets (the World Values Survey and the European Values Study). The present study replicates existing research linking a harsher environment (both in adulthood and in childhood) with a modulated reproduction-maintenance trade-off and extends these findings to the domain of collective actions. Specifically, we find that a harsher environment (both in adulthood and in childhood) is associated with decreased involvement in collective action and that this association is mediated by individuals’ life-history strategy.",966,135,436,38.0
1279,The influence of thermal extremes on coral reef fish behaviour in the Persian Gulf,https://www.biorxiv.org/content/10.1101/654624v1,"Daniele D’Agostino, John A. Burt, Reader Tom, Grace O. Vaughan, Ben B. Chapman, Santinelli Veronica, Geórgenes H. Cavalcante, David A. Feary",654624;,doi: https://doi.org/10.1101/654624,"Despite increasing environmental variability within marine ecosystems, little is known about how coral reef fish species will cope with future climate scenarios. The Arabian/Persian Gulf is an extreme environment, providing an opportunity to study fish behaviour on reefs with seasonal temperature ranges which include both values above the mortality threshold of Indo-Pacific reef fish, and values below the optimum temperature for growth. Summer temperatures in the Gulf are comparable to those predicted for the tropical ocean by 2090-2099. Using field observations in winter, spring and summer, and laboratory experiments, we examined the foraging activity, distance from refugia and resting time of Pomacentrus trichrourus (pale-tail damselfish). Observations of fish behaviour in natural conditions showed that individuals substantially reduced distance from refugia and feeding rate and increased resting time at sub-optimal environmental temperatures in winter (average SST = 21°C) and summer (average SST = 34°C), while showing high movement and feeding activity in spring (average SST= 27°C). Diet was dominated by plankton in winter and spring, while fish used both plankton and benthic trophic resources in summer. These findings were corroborated under laboratory conditions: in a replicated aquarium experiment, time away from refugia and activity were significantly higher at 28°C (i.e., spring temperature conditions) compared to 21 °C (i.e., winter temperature conditions). Our findings suggest that P. trichrourus may have adapted to the Arabian/Persian Gulf environment by downregulating costly activity during winter and summer and upregulating activity and increasing energy stores in spring. Such adaptive behavioural plasticity may be an important factor in the persistence of populations within increasing environmentally variable coral reef ecosystems.",726,124,335,30.0
1280,Benefits of commitment in hierarchical inference,https://www.biorxiv.org/content/10.1101/658914v1,"Cheng Qiu, Long Luu, Alan A. Stocker",658914;,doi: https://doi.org/10.1101/658914,"Humans have the tendency to commit to a single interpretation of what has caused some observed evidence rather than considering all possible alternatives. This tendency can explain various forms of confirmation and reference biases. However, committing to a single high-level interpretation seems short-sighted and irrational, and thus it is unclear why humans seem motivated to pursue such strategy.In a first step toward answering this question, we systematically quantified how this strategy affects estimation accuracy at the feature level in the context of two universal hierarchical inference tasks, categorical perception and causal cue combination. Using model simulations, we demonstrate that although estimation is generally impaired when conditioned on only a single high-level inter-pretation, the impairment is not uniform across the entire feature range. On the contrary, compared to a full inference strategy that considers all high-level interpretations, accuracy is actually better for feature values for which the probability of an incorrect categorical/structural commitment is relatively low. That is to say, if an observer is reasonably certain about the high-level interpretation of the feature, it is advantageous to condition subsequent feature inference only on that particular interpretation. We also show that this benefit of commitment is substantially amplified if late noise corrupts information processing (e.g., during retention in working memory). Our results suggest that top-down inference strategies that solely rely on the most likely high-level interpretation can be favorable and at least locally outperform a full inference strategy.",1494,139,659,27.0
1281,Augmenting biologging with supervised machine learning to study in situ behavior of the medusa Chrysaora fuscescens,https://www.biorxiv.org/content/10.1101/657684v1,"Clara Fannjiang, T. Aran Mooney, Seth Cones, David Mann, K. Alex Shorter, Kakani Katija",657684;,doi: https://doi.org/10.1101/657684,"Zooplankton occupy critical roles in marine ecosystems, yet their fine-scale behavior remains poorly understood due to the difficulty of studying individuals in situ. Here we combine biologging with supervised machine learning (ML) to demonstrate a pipeline for studying in situ behavior of larger zooplankton such as jellyfish. We deployed the ITAG, a biologging package with high-resolution motion sensors designed for soft-bodied invertebrates, on 8 Chrysaora fuscescens in Monterey Bay, using the tether method for retrieval. Using simultaneous video footage of the tagged jellyfish, we develop ML methods to 1) identify periods of tag data corrupted by the tether method, which may have compromised prior research findings, and 2) classify jellyfish behaviors. Our tools yield characterizations of fine-scale jellyfish activity and orientation over long durations, and provide evidence that developing behavioral classifiers on in situ rather than laboratory data is essential.Summary Statement High-resolution motion sensors paired with supervised machine learning can be used to infer fine-scale in situ behavior of zooplankton for long durations.",1312,102,316,30.0
1282,Does women’s interpersonal anxiety track changes in steroid hormone levels?,https://www.biorxiv.org/content/10.1101/456319v2,"Amanda C Hahn, Lisa M DeBruine, Lola A Pesce, Andrew Diaz, Christopher L Aberson, Benedict C Jones",456319;,doi: https://doi.org/10.1101/456319,"Findings for progesterone and anxiety in non-human animals led to the hypothesis that women’s interpersonal anxiety will track changes in progesterone during the menstrual cycle. There have been few direct tests of this hypothesis, however. Consequently, we used a longitudinal design to investigate whether interpersonal anxiety (assessed using the anxious jealousy subscale of the relationship jealousy questionnaire) tracked changes in salivary steroid hormones during the menstrual cycle in a large sample of young adult women (N=383). We found no evidence for within-subject effects of progesterone, estradiol, their interaction or ratio, testosterone, or cortisol on anxious jealousy. There was some evidence that other components of jealousy (e.g., reactive jealousy) tracked changes in women’s cortisol, however. Collectively, these results provide no evidence for the hypothesis that interpersonal anxiety tracks changes in progesterone during the menstrual cycle.",1466,170,389,9.0
1283,Action information contributes to metacognitive decision-making,https://www.biorxiv.org/content/10.1101/657957v1,"Martijn E. Wokke, Dalila Achoui, Axel Cleeremans",657957;,doi: https://doi.org/10.1101/657957,"Monitoring and control of our decision process are key ingredients of adept decision-making. Such metacognitive abilities allow us to adjust ongoing behavior and modify future decisions in the absence of external feedback. Although metacognition is critical in many daily life settings, it remains unclear what information is actually being monitored and what kind of information is being used for metacognitive decisions. In the present study, we investigated whether response information connected to perceptual events contribute to metacognitive decision-making. Therefore, we recorded EEG signals during a perceptual color discrimination task while participants were asked to provide an estimate about the quality of their decision on each trial. Critically, the moment participants provided second-order decisions varied across conditions, thereby changing the amount of action information (e.g., response competition or response fluency) available for metacognitive decisions.Results from three experiments demonstrate that metacognitive performance improved when first-order action information was available at the moment metacognitive decisions about the perceptual task had to be provided. This behavioral effect was accompanied by enhanced functional connectivity (beta phase synchrony) between motor areas and prefrontal regions, exclusively observed during metacognitive decision-making. Our findings demonstrate that action information contributes to metacognitive decision-making, thereby painting a picture of metacognition as a second-order process, integrating sensory evidence and the state of the decider during decision-making.Significance Monitoring and control of our decision process is a critical part of every day decision-making. When feedback is not available, metacognitive skills enable us to modify current behavior and adapt prospective decision-making. Here, we investigated what kind information is being used to compute an estimate about the quality of our decisions. Results demonstrate that during perceptual decision-making, information about one’s actions towards perceptual events is being used to evaluate the quality of one’s decisions. EEG results indicate that functional connectivity between motor regions and prefrontal cortex could serve as a mechanism to convey action information during metacognitive decision-making. Considered together, our results demonstrate that post-decisional information contributes to metacognition, thereby evaluating not only what one perceives (e.g., strength of perceptual evidence) but also how one responds towards perceptual events.",1549,270,491,33.0
1284,Affective Pavlovian motivation is enhanced in obesity susceptible populations; implications for incentive motivation in obesity,https://www.biorxiv.org/content/10.1101/657833v1,"Rifka C. Derman, Carrie R. Ferrario",657833;,doi: https://doi.org/10.1101/657833,"Global obesity rates continue to rise, presenting a major challenge to human health. Efforts to uncover the drivers of this epidemic have highlighted the contribution of Pavlovian motivational processes to overeating. In humans, brain and behavioral reactivity to food related stimuli positively correlates with subsequent weight gain. In concordance with this, selectively bred obesity-prone rats exhibit stronger cue-triggered food-seeking via single outcome Pavlovian-to-instrumental transfer (SO PIT) than obesity-resistant rats. These data show that Pavlovian motivation is stronger in selectively bred obesity-prone groups. However, whether obesity susceptibility in outbred populations is associated with enhanced PIT is unknown. Moreover, PIT can arise via two neurobehaviorally dissociable processes, a sensory specific versus a general affective process that cannot be distinguished by SO PIT. Thus, it is unclear which PIT process is enhanced in obesity-prone groups. Therefore, we determined whether obesity susceptibility in outbred populations is associated with enhanced Sensory Specific (SS) PIT or General PIT and whether expression of these forms of PIT differs between selectively bred obesity-prone versus obesity-resistant rats. We find that in outbred rats, the magnitude of General PIT is positively correlated with subsequently determined obesity susceptibility. In selectively bred rats, the magnitude of General PIT was stronger in obesity-prone versus obesity-resistant groups. Jointly, these data show that enhanced affective Pavlovian motivation is tightly linked to obesity vulnerability, supporting a role for phenotypic differences in incentive motivation for the development of obesity. This has important implications for obesity prevention and for understanding the neurocircuitry mediating enhanced food-seeking in vulnerable individuals.",841,245,340,15.0
1285,Generalized locomotion of brittle stars with a flexible number of arms,https://www.biorxiv.org/content/10.1101/616383v5,"Daiki Wakita, Katsushi Kagaya, Hitoshi Aonuma",616383;,doi: https://doi.org/10.1101/616383,"Typical brittle stars have five radially symmetrical arms, which coordinate to move their body in a certain direction. However, some species of them show individual difference in the number of arms. We found this trait unique since intact legged animals each own a fixed number of limbs in general. How does a single species manage such different numbers of motile organs to realize adaptive locomotion? We here described four-, five-, six-, and seven-armed locomotion with the aim to generalize a common rule which is flexible with arm numbers in brittle stars. We mechanically stimulated an arm in Ophiactis brachyaspis to analyze escape direction and arm movements. Gathering quantitative indices and employing Bayesian statistical modeling, we figured out an average locomotion: regardless of the total number of arms, a front position emerges at one of the second neighboring arms to a mechanically stimulated arm, while side arms adjacent to the front synchronously work as left and right rowers. We suggest a model where some afferent signal runs either clockwise or anticlockwise along the nerve ring while linearly counting how many arms it passes. This idea would explain how ‘left and right’ emerges in a radially symmetrical body via a decentralized system.",2239,649,875,33.0
1286,Creative Brains Show Reduced Mid Frontal Theta,https://www.biorxiv.org/content/10.1101/370494v2,"Martijn E. Wokke, Lisa Padding, K. Richard Ridderinkhof",370494;,doi: https://doi.org/10.1101/370494,"Creativity is considered to be the driving force behind innovation and progress, yet the mechanisms supporting creative thought remain elusive. In the current study, we investigated whether fluctuations in top-down control are related to creative thinking. Here, participants performed a ‘caption this’ task in which they had to provide an original and apt caption to accompany a presented picture, while EEG signals were recorded. To assess changing levels of top-down control, we made use of the strong relationship between mid frontal oscillatory activity in the theta range (4-7 HZ) and top-down control. Results demonstrate that specifically during the process of optimization and implementation of creative solutions, lower levels of mid frontal theta resulted in higher levels of creativity. In addition, increased creativity related to enhanced functional connectivity between occipital and mid frontal cortex. Together, our findings indicate that creativity benefits from a top-down induced shift towards an internally-oriented state during idea optimization and evaluation.",1800,493,946,18.0
1287,"DeepFly3D: A deep learning-based approach for 3D limb and appendage tracking in tethered, adult Drosophila",https://www.biorxiv.org/content/10.1101/640375v2,"Semih Günel, Helge Rhodin, Daniel Morales, João Campagnolo, Pavan Ramdya, Pascal Fua",640375;,doi: https://doi.org/10.1101/640375,"Studying how neural circuits orchestrate limbed behaviors requires the precise measurement of the positions of each appendage in 3-dimensional (3D) space. Deep neural networks can estimate 2-dimensional (2D) pose in freely behaving and tethered animals. However, the unique challenges associated with transforming these 2D measurements into reliable and precise 3D poses have not been addressed for small animals including the fly, Drosophila melanogaster. Here we present DeepFly3D, a software that infers the 3D pose of tethered, adult Drosophila—or other animals—using multiple camera images. DeepFly3D does not require manual calibration, uses pictorial structures to automatically detect and correct pose estimation errors, and uses active learning to iteratively improve performance. We demonstrate more accurate unsupervised behavioral embedding using 3D joint angles rather than commonly used 2D pose data. Thus, DeepFly3D enables the automated acquisition of behavioral measurements at an unprecedented level of resolution for a variety of biological applications.",8260,560,1494,20.0
1288,"Division of labor increases with colony size, regardless of group composition, in the social spider Stegodyphus dumicola",https://www.biorxiv.org/content/10.1101/652677v1,"Colin M. Wright, James L. L. Lichtenstein, C. Tate Holbrook, Justin Pretorius, Noa Pinter-Wollman, Jonathan N. Pruitt",652677;,doi: https://doi.org/10.1101/652677,"Division of labor (DOL) is a pattern of work organization where individual group members specialize on different tasks. DOL is argued to have been instrumental for the success of eusocial insects, where it scales positively with group size both within and across species. Here we evaluate whether DOL scales positively with group size in a society of cooperative breeders (social spiders) and whether this pattern is impacted by the behavioral composition of the group. To do this we engineered experimental colonies of contrasting group sizes and behavioral compositions and tracked individuals participation in two colony maintenance tasks: prey capture and web construction. As with some eusocial insects, we found that larger groups exhibited DOL metrics up to 10-times greater than smaller groups, conveying that individuals specialize on particular tasks more in larger colonies. This scalar relationship did not differ by a groups behavioral composition, though groups composed of only bold spiders exhibited reduced DOL relative to all-shy or mixed groups. We also found that per capita participation in prey capture, but not web construction, decreased as a function of group size. This suggests that individuals in larger groups may save energy by reducing their involvement in some tasks. Together, our results convey that similar scalar relationships between DOL and group size can emerge both inside and outside the eusocial insects. Thus, theory developed for understanding DOL in eusocial societies may inform our understanding of group function in a larger swath of animal social diversity than is broadly appreciated.Significance Statement Division of labor (DOL) has been a major area of research in the eusocial insects for decades, and is argues to underlie their ecological success. Only recently have other social arthropods, such as social spiders, been considered for studies concerning DOL. Given their smaller colony sizes, and absence of morphological castes, DOL was not thought to be an important facet of spider societies. However, we found that spider societies do indeed exhibit high degrees of DOL that is positively correlated to colony size, as seen in many eusocial insects. These findings suggest that the scalar relationship between group size and social organization seen in social insects is likely generalizable to a larger diversity of social taxa, and that cooperative breeders can show levels of division of labor equaling or exceeding those of eusocial systems evaluated to date.",961,330,350,25.0
1289,"Not a one-way road – severity, progression and prevention of firework fears in dogs",https://www.biorxiv.org/content/10.1101/654301v1,Stefanie Riemer,654301;,doi: https://doi.org/10.1101/654301,"Noise fears represent a highly prevalent welfare problem in dogs. An online survey was performed to explore severity and progression of firework fears in dogs, and relationships with demographics, health, behaviour problems, and owners’ training efforts to prevent or alleviate firework fears. 1225 responses were analysed. Fifty-two percent of dogs were at least partially affected by firework fears, and the great majority developed a fear of fireworks in the first year of life, with a decreasing frequency of new occurrences up until seven years, and only few newly affected dogs beyond this age. While almost three quarters of fearful dogs had recovered by the next morning, recovery took up to one day in 10%, up to one week in 12%, and several weeks or even months in &gt;3%. Univariate analyses indicated a significant effect of breed group, age, sex, neuter status, origin and age at acquisition on severity of firework fears in dogs. However, binomial models including multiple predictors of presence/ absence of firework fears identified only age, breed group (mixed breeds being most affected), health problems, and an interaction between health problems and age as significant predictors. This discrepancy might be explained by collinearities of predictors and underlying differences between mixed-breed dogs and purebreds, such as mixed breeds being acquired from shelters more often, being adopted at higher ages, and being neutered more often. Firework fears are highly correlated with fears of gunshots and thunder, and to a low extent with fears of other noises, but not with any other behavioural problems. Both improvement and deterioration of firework fears were frequently reported. While an early age of onset and breed differences point to a strong genetic contribution to firework fears, training puppies or non-fearful adults to associate the noise with positive stimuli is highly effective in preventing later development of firework fears.",1303,334,320,40.0
